sample_id,text,gold,pred,confusion_pair,pred_confidence,gold_from_data,prob_anger,prob_disgust,prob_fear,prob_joy,prob_neutral,prob_sadness,prob_surprise
dia11_utt5,"Okay, okay, okay, look, just don't freak out, but I kinda lost it.",fear,sadness,fear -> sadness,0.6485647559165955,fear,0.1931298375129699,0.0711540803313255,0.0396791659295558,0.021682646125555,0.0246679205447435,0.6485647559165955,0.0011215584818273
dia68_utt7,"Come on guys, I-I really want this guy to like me.",fear,sadness,fear -> sadness,0.5210226774215698,fear,0.0514250248670578,0.0065124481916427,0.2676772177219391,0.0921908542513847,0.0472973771393299,0.5210226774215698,0.0138744581490755
dia37_utt2,"Oh, I can’t watch this.",fear,sadness,fear -> sadness,0.4491766691207886,fear,0.0453754663467407,0.0361417196691036,0.422764241695404,0.0182093475013971,0.0130523601546883,0.4491766691207886,0.0152801852673292
dia78_utt7,Really? You think so?,fear,surprise,fear -> surprise,0.981916606426239,fear,0.0049645928665995,0.0016521258512511,0.0011778768384829,0.0033196969889104,0.0050177704542875,0.0019513111328706,0.981916606426239
dia36_utt10,"What?! I wh-, what’s wrong?",fear,surprise,fear -> surprise,0.7665917873382568,fear,0.0402153022587299,0.0315974727272987,0.0891709700226783,0.014825839549303,0.016212061047554,0.0413864962756633,0.7665917873382568
dia45_utt11,My lighter’s in there!,fear,surprise,fear -> surprise,0.7265259623527527,fear,0.1161786466836929,0.0025716428644955,0.0037778900004923,0.0910904109477996,0.0405345857143402,0.019320910796523,0.7265259623527527
dia18_utt5,I know!,fear,surprise,fear -> surprise,0.6142534017562866,fear,0.0903050675988197,0.0054897097870707,0.0066693932749331,0.2338349372148513,0.0266335494816303,0.0228140000253915,0.6142534017562866
dia18_utt8,I know! I know! And he totally freaked out and I can’t find him anywhere!,fear,surprise,fear -> surprise,0.4574211537837982,fear,0.2877613306045532,0.0157072097063064,0.0412659458816051,0.070527471601963,0.0107614872977137,0.116555318236351,0.4574211537837982
dia85_utt9,You used the Europe story!,joy,anger,joy -> anger,0.854957103729248,joy,0.854957103729248,0.0171439573168754,0.0024403317365795,0.0111771775409579,0.0114598022773861,0.0481708161532878,0.0546509400010108
dia79_utt4,"Ok, trying to turn me on by making a mess?",joy,anger,joy -> anger,0.8076155781745911,joy,0.8076155781745911,0.0446238368749618,0.0106824319809675,0.0054402723908424,0.0586382783949375,0.0494232773780822,0.0235762614756822
dia78_utt4,"I am not horsing around, okay? I am Porsching around.",joy,anger,joy -> anger,0.7652258276939392,joy,0.7652258276939392,0.0721182003617286,0.0127470567822456,0.0119879823178052,0.1232236251235008,0.0115951029583811,0.0031021984759718
dia85_utt4,"Okay, get ready to see some beggin’!",joy,anger,joy -> anger,0.6756349802017212,joy,0.6756349802017212,0.1347479224205017,0.0060506081208586,0.1345734894275665,0.0189513862133026,0.0202401895076036,0.0098014809191226
dia13_utt16,"Okay, keep saying it!",joy,anger,joy -> anger,0.6271084547042847,joy,0.6271084547042847,0.0119733866304159,0.0100374436005949,0.2857208847999573,0.0458675697445869,0.0146356495097279,0.0046565998345613
dia87_utt4,"Stop it, stop it! He talks slow but he might pee fast! Ok,    let's go!!",joy,anger,joy -> anger,0.6120272874832153,joy,0.6120272874832153,0.0883007869124412,0.1283934563398361,0.0784007161855697,0.023607725277543,0.0469006821513175,0.0223693288862705
dia31_utt6,But you didn't!,joy,anger,joy -> anger,0.5206272006034851,joy,0.5206272006034851,0.0074221179820597,0.0077234841883182,0.0336335077881813,0.0205564461648464,0.0460617765784263,0.3639754354953766
dia30_utt9,"No, I mean I was really acting my ass off.",joy,anger,joy -> anger,0.4377794563770294,joy,0.4377794563770294,0.2059084922075271,0.0103393988683819,0.1317968368530273,0.0553110912442207,0.1555463075637817,0.0033184594940394
dia97_utt20,I need to talk to you!,joy,anger,joy -> anger,0.4194527864456177,joy,0.4194527864456177,0.0247595887631177,0.0878122448921203,0.195756047964096,0.0971870347857475,0.0343655832111835,0.140666663646698
dia77_utt3,"Oh what are you kidding? She’s gorgeous, it’s all Rachel.",joy,anger,joy -> anger,0.3890560865402221,joy,0.3890560865402221,0.0986966118216514,0.0092709837481379,0.1849194467067718,0.0593053139746189,0.0805390179157257,0.1782125979661941
dia79_utt5,Know your audience!,joy,anger,joy -> anger,0.3620447814464569,joy,0.3620447814464569,0.0128476340323686,0.0203708223998546,0.2614425718784332,0.3278418779373169,0.007275064010173,0.0081772115081548
dia83_utt2,I’m not crazy about babies. I’m crazy about us.,joy,anger,joy -> anger,0.2852601706981659,joy,0.2852601706981659,0.0095446081832051,0.0411096364259719,0.2764340043067932,0.2508806884288788,0.1321281790733337,0.0046427892521023
dia65_utt10,"Kidding! God, I feel wild today!",joy,disgust,joy -> disgust,0.4296174943447113,joy,0.2765409052371979,0.4296174943447113,0.0089439712464809,0.1023982390761375,0.0128608001396059,0.1605410128831863,0.0090976515784859
dia96_utt3,"Relax, it’s not like we’re forking.",joy,neutral,joy -> neutral,0.9872609376907348,joy,0.0017071363981813,0.0014522760175168,0.0013511963188648,0.0056935083121061,0.9872609376907348,0.0018000218551605,0.000735041568987
dia53_utt8,"Uh, yeah, okay. Except I sorta felt like I needed a couple of seconds to get ready.",joy,neutral,joy -> neutral,0.9773757457733154,joy,0.0033707662951201,0.001171555253677,0.0057781706564128,0.0054259905591607,0.9773757457733154,0.0064962925389409,0.0003813698131125
dia57_utt12,But then I realized where would a mouse or a opossum get the money to make the phone call.,joy,neutral,joy -> neutral,0.9734540581703186,joy,0.0026762099005281,0.0078435521572828,0.0009231889271177,0.0057707699015736,0.9734540581703186,0.007943152450025,0.0013890509726479
dia13_utt20,Yeah.,joy,neutral,joy -> neutral,0.9724534153938292,joy,0.0023412916343659,0.0018447745824232,0.0012167340610176,0.010442154482007,0.9724534153938292,0.0106943054124712,0.0010072914883494
dia74_utt17,"Okay, y’know what? Can I, can I talk now?",joy,neutral,joy -> neutral,0.9720948338508606,joy,0.0084827160462737,0.0006337530212476,0.0049566216766834,0.0085762683302164,0.9720948338508606,0.0031230717431753,0.0021327245049178
dia16_utt3,We’re gonna give it another try.,joy,neutral,joy -> neutral,0.9615285992622375,joy,0.0019937939941883,0.0009362279670313,0.0020216547418385,0.0300838537514209,0.9615285992622375,0.0030627739615738,0.0003731759788934
dia76_utt4,"Okay, you know, you know when your in bed, with a woman.",joy,neutral,joy -> neutral,0.958714723587036,joy,0.0078118313103914,0.0085395732894539,0.0047708204947412,0.0165595430880785,0.958714723587036,0.0026844171807169,0.0009191257413476
dia76_utt7,"And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....",joy,neutral,joy -> neutral,0.9561713337898254,joy,0.0043245493434369,0.0097323665395379,0.0047871437855064,0.0091584250330924,0.9561713337898254,0.0150967659428715,0.000729335588403
dia29_utt10,Done.,joy,neutral,joy -> neutral,0.9511498212814332,joy,0.0038540451787412,0.0014768057735636,0.0009751869365572,0.0376264005899429,0.9511498212814332,0.0044888723641633,0.0004287231131456
dia90_utt0,"Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye.",joy,neutral,joy -> neutral,0.950325071811676,joy,0.0088670263066887,0.0074885101057589,0.0018393994541838,0.023096838966012,0.950325071811676,0.0081278393045067,0.0002552958030719
dia97_utt5,"So, I’m here, ready to play.",joy,neutral,joy -> neutral,0.9434469938278198,joy,0.0031598589848726,0.000774260784965,0.0021010932978242,0.0465533323585987,0.9434469938278198,0.0034168828278779,0.0005474984645843
dia94_utt5,Cantaloupe juice.,joy,neutral,joy -> neutral,0.9393245577812196,joy,0.005451064556837,0.0167407672852277,0.0029145325534045,0.0145960431545972,0.9393245577812196,0.0193677004426717,0.0016052700811997
dia53_utt2,But only in the moment. So do ya wanna kiss again?,joy,neutral,joy -> neutral,0.9099076390266418,joy,0.0016991184093058,0.0007793012773618,0.002601116662845,0.0765541791915893,0.9099076390266418,0.0074668857268989,0.0009917827555909
dia110_utt8,"Yes! That I know, this is from White Plains.",joy,neutral,joy -> neutral,0.9017630219459534,joy,0.0138207888230681,0.0025785234756767,0.0032377743627876,0.034951277077198,0.9017630219459534,0.02507278136909,0.0185758527368307
dia105_utt8,"Okay umm, the week after that?",joy,neutral,joy -> neutral,0.8963887095451355,joy,0.0400164164602756,0.0047260248102247,0.0084585445001721,0.0203534141182899,0.8963887095451355,0.0189846605062484,0.011072227731347
dia13_utt18,"No-no ah, everything's okay. Everybody's healthy there's 30 fingers and 30 toes.",joy,neutral,joy -> neutral,0.8722853064537048,joy,0.0128559367731213,0.0055688899010419,0.0059434557333588,0.0779494494199752,0.8722853064537048,0.0231665819883346,0.0022304053418338
dia39_utt1,"We could, or we can have sex in it.",joy,neutral,joy -> neutral,0.8642734885215759,joy,0.017776969820261,0.0100537678226828,0.0035732632968574,0.0883771404623985,0.8642734885215759,0.0140128647908568,0.0019324772292748
dia81_utt0,You wanted to see me Professor Geller?,joy,neutral,joy -> neutral,0.8590567111968994,joy,0.0261365789920091,0.0010874277213588,0.0051549128256738,0.0116140563040971,0.8590567111968994,0.0197891779243946,0.0771611407399177
dia110_utt6,I bet it has a great story behind it too.,joy,neutral,joy -> neutral,0.8540695309638977,joy,0.0031305877491831,0.000712226727046,0.0012904030736535,0.1353352069854736,0.8540695309638977,0.004863191395998,0.0005988488555885
dia74_utt2,"Hi.  Umm, I think there’s something that we really need to talk about.",joy,neutral,joy -> neutral,0.848473310470581,joy,0.0081684542819857,0.0021297980565577,0.0615503974258899,0.051700547337532,0.848473310470581,0.0263169258832931,0.0016605037963017
dia103_utt4,So I’m screwed.,joy,sadness,joy -> sadness,0.7057145237922668,joy,0.1502390950918197,0.0504433810710907,0.0174030531197786,0.0515073388814926,0.0225074216723442,0.7057145237922668,0.0021850739140063
dia98_utt3,Would you please go?,joy,sadness,joy -> sadness,0.5502974390983582,joy,0.0745560824871063,0.0371183604001998,0.0465451441705226,0.0254349298775196,0.2628531455993652,0.5502974390983582,0.003194824559614
dia64_utt1,"Well actually, I-I didn’t eat mine. It’s still in the bathroom.",joy,sadness,joy -> sadness,0.5416477918624878,joy,0.0242530032992362,0.1035623401403427,0.0092313392087817,0.0216437727212905,0.2919293045997619,0.5416477918624878,0.0077324458397924
dia109_utt1,But sadly I could not be enticed.,joy,sadness,joy -> sadness,0.4075039029121399,joy,0.0125450268387794,0.0026210790965706,0.0191641114652156,0.1666726619005203,0.3864180743694305,0.4075039029121399,0.0050751981325447
dia19_utt19,And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most.,joy,sadness,joy -> sadness,0.3516281247138977,joy,0.1900047212839126,0.0521671660244464,0.0034437086433172,0.1483771502971649,0.198574885725975,0.3516281247138977,0.0558042041957378
dia48_utt2,"Because he’ll know what to do?  Oh my God, you’re a genius!",joy,surprise,joy -> surprise,0.9764560461044312,joy,0.0058547677472233,0.0025134389288723,0.0012605197262018,0.0114404382184147,0.000724391429685,0.0017503685085102,0.9764560461044312
dia69_utt4,Y-You're going?,joy,surprise,joy -> surprise,0.9594138264656068,joy,0.003959939815104,0.0010004993528127,0.0050726612098515,0.0058584590442478,0.0217588413506746,0.0029357958119362,0.9594138264656068
dia76_utt8,"With the belly-button ring? Oh, muhawa!",joy,surprise,joy -> surprise,0.9587178826332092,joy,0.008000599220395,0.0021874257363379,0.001057744724676,0.0178895853459835,0.0070594642311334,0.0050873146392405,0.9587178826332092
dia53_utt0,"Really? In the moment, I really wanted to kiss you too. In the moment.",joy,surprise,joy -> surprise,0.9338383078575134,joy,0.006327714305371,0.001309749437496,0.0061838859692215,0.031615924090147,0.0075805513188242,0.0131439538672566,0.9338383078575134
dia97_utt0,"Look at it! Ohhh! Wallpaper’s a little faded, that’s okay. Carpet’s a little loose. Hardwood floors!!",joy,surprise,joy -> surprise,0.8741979598999023,joy,0.0189825352281332,0.0063329613767564,0.0015145649667829,0.0847507119178772,0.0049653234891593,0.0092559838667511,0.8741979598999023
dia70_utt3,He's open!,joy,surprise,joy -> surprise,0.8661141395568848,joy,0.028128458186984,0.0008320191409438,0.0020327474921941,0.0830931439995765,0.0160224363207817,0.0037770913913846,0.8661141395568848
dia1_utt1,You’re a genius!,joy,surprise,joy -> surprise,0.7371684312820435,joy,0.0380813553929328,0.0047863814979791,0.001932670827955,0.2098398804664611,0.0039052157662808,0.0042860601097345,0.7371684312820435
dia31_utt12,Did you hear that? Kori Weston had a crush on me!!,joy,surprise,joy -> surprise,0.719029426574707,joy,0.1128083691000938,0.0080807153135538,0.0079523678869009,0.1317772567272186,0.0030918018892407,0.017259968444705,0.719029426574707
dia28_utt7,"Oh no, I know! I know! It's the one where Joey got Monica's turkey stuck on his head!",joy,surprise,joy -> surprise,0.6803550720214844,joy,0.0801912397146225,0.0151227619498968,0.0072200703434646,0.1438678503036499,0.0252010449767112,0.0480419546365737,0.6803550720214844
dia31_utt8,"Kori, I know this is a big surprise for you.",joy,surprise,joy -> surprise,0.6305211186408997,joy,0.0150617267936468,0.0017463428666815,0.014880440197885,0.1315007209777832,0.1625024825334549,0.0437871925532817,0.6305211186408997
dia76_utt0,I know!,joy,surprise,joy -> surprise,0.6142534017562866,joy,0.0903050675988197,0.0054897097870707,0.0066693932749331,0.2338349372148513,0.0266335494816303,0.0228140000253915,0.6142534017562866
dia97_utt4,I know!!!,joy,surprise,joy -> surprise,0.5841360092163086,joy,0.0968165546655654,0.0062381173484027,0.005623962264508,0.2682829201221466,0.0202942639589309,0.0186082180589437,0.5841360092163086
dia15_utt1,I know! I found it on the street.,joy,surprise,joy -> surprise,0.546446681022644,joy,0.0662050917744636,0.0016342403832823,0.0068772560916841,0.314416766166687,0.0473725907504558,0.0170473642647266,0.546446681022644
dia8_utt7,"No! No you should! A lot of major actors do nude scenes! I mean, the chance to star in a movie? Come on!",joy,surprise,joy -> surprise,0.5314061641693115,joy,0.1135447844862937,0.0169684253633022,0.0027866747695952,0.2977807819843292,0.0178181082010269,0.0196950212121009,0.5314061641693115
dia105_utt9,The week after that?,joy,surprise,joy -> surprise,0.4847821891307831,joy,0.0753740817308425,0.0057325754314661,0.0066722044721245,0.0148049220442771,0.3650847375392914,0.0475491993129253,0.4847821891307831
dia31_utt7,I'm still alive!!,joy,surprise,joy -> surprise,0.3448205888271332,joy,0.2391055971384048,0.0030113770626485,0.0100112166255712,0.3337087035179138,0.0451248362660408,0.0242177117615938,0.3448205888271332
dia104_utt2,"Wait, wait, wait!",joy,surprise,joy -> surprise,0.2959026098251343,joy,0.1520826965570449,0.025586612522602,0.1363075971603393,0.1744277030229568,0.0998726934194564,0.1158201172947883,0.2959026098251343
dia94_utt10,"You can keep saying it, but it won't stop being true.",neutral,anger,neutral -> anger,0.6639567017555237,neutral,0.6639567017555237,0.012774278409779,0.0139276944100856,0.1081184148788452,0.1821543723344802,0.0180837828665971,0.0009847605833783
dia13_utt17,Am I too late?!,neutral,anger,neutral -> anger,0.6176018714904785,neutral,0.6176018714904785,0.0155402924865484,0.068778358399868,0.0409298129379749,0.0569291487336158,0.1117311492562294,0.0884893462061882
dia66_utt6,"Look—Okay, I’m just gonna—I’m gonna have to go find him and bring him back!",neutral,anger,neutral -> anger,0.5918062925338745,neutral,0.5918062925338745,0.0068018529564142,0.1029862761497497,0.0953966304659843,0.1175395250320434,0.0822341293096542,0.0032353259157389
dia59_utt3,"When the revolution comes, I will have to destroy you all.",neutral,anger,neutral -> anger,0.5855695009231567,neutral,0.5855695009231567,0.024154394865036,0.0874054059386253,0.2011683285236358,0.0486785732209682,0.0482309497892856,0.0047928574495017
dia88_utt5,"Well, Phoebe I thought I’d——Yeah, what the hell.",neutral,anger,neutral -> anger,0.5534695386886597,neutral,0.5534695386886597,0.0460995472967624,0.0391765907406806,0.0901839137077331,0.1910014599561691,0.068257637321949,0.0118112908676266
dia8_utt2,It’s not like it’s porn!,neutral,anger,neutral -> anger,0.498884379863739,neutral,0.498884379863739,0.0279660150408744,0.0211815387010574,0.1183688193559646,0.1440317779779434,0.0683155208826065,0.1212519854307174
dia85_utt13,I heard it from my friend Irene who heard it from some guy!,neutral,anger,neutral -> anger,0.4985549747943878,neutral,0.4985549747943878,0.0049113035202026,0.0167988035827875,0.1806129962205886,0.0806144326925277,0.0528801195323467,0.1656274050474167
dia49_utt14,"Ok, who wants to hear something ironic?",neutral,anger,neutral -> anger,0.4724690020084381,neutral,0.4724690020084381,0.0613539740443229,0.0014488032320514,0.1081816181540489,0.3048979938030243,0.0400193370878696,0.0116292554885149
dia86_utt1,Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?,neutral,anger,neutral -> anger,0.3238885700702667,neutral,0.3238885700702667,0.0734921172261238,0.0238470546901226,0.0354862548410892,0.2344030141830444,0.2634882032871246,0.0453947633504867
dia75_utt0,We should defiantly play football more often. Maybe there’s a like league we could join or something.,neutral,anger,neutral -> anger,0.3102208971977234,neutral,0.3102208971977234,0.1968823671340942,0.0048577287234365,0.2055530250072479,0.187299832701683,0.0935484766960144,0.0016376350540667
dia69_utt8,"Ah, what good are you.",neutral,anger,neutral -> anger,0.2744466066360473,neutral,0.2744466066360473,0.1334197223186493,0.0048664431087672,0.2115992307662964,0.2353623360395431,0.1343435198068618,0.0059620984829962
dia47_utt10,Sooo!! Anyway...,neutral,anger,neutral -> anger,0.2620939910411834,neutral,0.2620939910411834,0.1349138766527176,0.0089803384616971,0.2332092672586441,0.0367681980133056,0.2073537409305572,0.1166806071996688
dia72_utt17,"""Baddest man in the whole damn town.""",neutral,disgust,neutral -> disgust,0.6425855159759521,neutral,0.288406103849411,0.6425855159759521,0.0021032015793025,0.0251642391085624,0.0057837576605379,0.033583864569664,0.0023733607959002
dia1_utt6,"Ohh, you guys, remember that cute client I told you about? I bit him.",neutral,disgust,neutral -> disgust,0.4264387488365173,neutral,0.1250445395708084,0.4264387488365173,0.027493230998516,0.0636085420846939,0.0403132177889347,0.2770598530769348,0.040041908621788
dia18_utt9,What are you gonna do?,neutral,fear,neutral -> fear,0.7745410799980164,neutral,0.0365383550524711,0.0105142565444111,0.7745410799980164,0.0190531201660633,0.0242807585746049,0.0305758509784936,0.1044965460896492
dia46_utt7,"Joey, you can’t keep this to yourself, if you know about this, you have to tell him.",neutral,fear,neutral -> fear,0.6894059777259827,neutral,0.1253017485141754,0.0131953293457627,0.6894059777259827,0.0263473857194185,0.0746506005525589,0.0603214986622333,0.0107773840427398
dia66_utt8,"You-you make sure Monica does not find out, okay?",neutral,fear,neutral -> fear,0.6522960066795349,neutral,0.0601121000945568,0.0043196030892431,0.6522960066795349,0.0441668592393398,0.2064103931188583,0.0270323529839515,0.005662812385708
dia77_utt17,"I know. I know. I know. I know, and if you try to make it more you might wreck it.",neutral,fear,neutral -> fear,0.5576314330101013,neutral,0.1520796418190002,0.0355545803904533,0.5576314330101013,0.0826771184802055,0.067064993083477,0.1017239466309547,0.0032682693563401
dia78_utt2,"Oh Ross you’re so tense! You just gotta relax, okay? Just need to relax all right? Just need to relax",neutral,fear,neutral -> fear,0.4534599781036377,neutral,0.0704675614833831,0.0197913143783807,0.4534599781036377,0.1111018881201744,0.2081127911806106,0.1254931986331939,0.0115732606500387
dia89_utt3,Are you sure he didn't break it because it really hurts?,neutral,fear,neutral -> fear,0.4223363995552063,neutral,0.0600473284721374,0.0423772074282169,0.4223363995552063,0.0222713910043239,0.0284054894000291,0.2738743424415588,0.1506878733634948
dia11_utt1,Here you go. Thank you!,neutral,joy,neutral -> joy,0.9479494094848632,neutral,0.0056765195913612,0.000551619043108,0.0004831169790122,0.9479494094848632,0.0424048267304897,0.0015551365213468,0.0013793639373034
dia8_utt10,Plus it sounds really great.,neutral,joy,neutral -> joy,0.9412952661514282,neutral,0.0024901197757571,0.0005310852429829,0.0009045305778272,0.9412952661514282,0.0520792864263057,0.0013055123854428,0.0013941788347437
dia99_utt8,"Well, the movie was great, dinner was great, and there’s nothing like a cool, crisp New York evening.",neutral,joy,neutral -> joy,0.9358870387077332,neutral,0.0039491998031735,0.0006457138806581,0.0005012538167648,0.9358870387077332,0.0563090443611145,0.001698357053101,0.0010093741584569
dia89_utt10,Celebrate.,neutral,joy,neutral -> joy,0.8569770455360413,neutral,0.0332171991467475,0.0023944398853927,0.0018902481533586,0.8569770455360413,0.0651992931962013,0.0104677462950348,0.0298540107905864
dia8_utt13,So we go into this barn and undress each other and hold each other.,neutral,joy,neutral -> joy,0.8460770845413208,neutral,0.010288399644196,0.0065368106588721,0.0019260534318163,0.8460770845413208,0.1094258427619934,0.0230241101235151,0.0027216640301048
dia21_utt4,"Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody.",neutral,joy,neutral -> joy,0.8045476675033569,neutral,0.011722314171493,0.0008726550149731,0.0045137745328247,0.8045476675033569,0.0987121164798736,0.0080182114616036,0.0716132745146751
dia80_utt0,"Oh, hi Max! Hey, do you know everybody?",neutral,joy,neutral -> joy,0.78892982006073,neutral,0.0166683513671159,0.0011821781517937,0.0015440478455275,0.78892982006073,0.1002451553940773,0.0047769024968147,0.0866535827517509
dia12_utt1,Yeah!,neutral,joy,neutral -> joy,0.7784497737884521,neutral,0.0460505150258541,0.003844553604722,0.0031906573567539,0.7784497737884521,0.1154786348342895,0.0118072349578142,0.0411786921322345
dia63_utt15,"Well, that would’ve been very hard to say no too.",neutral,joy,neutral -> joy,0.763726532459259,neutral,0.0116364182904362,0.0027927868068218,0.0014049899764358,0.763726532459259,0.2003790587186813,0.0181484222412109,0.0019117678748443
dia81_utt1,"Yes. Yes! Please, come in.",neutral,joy,neutral -> joy,0.7586275339126587,neutral,0.0245709177106618,0.003518295707181,0.0076640034094452,0.7586275339126587,0.1588648408651352,0.0174675285816192,0.0292869322001934
dia62_utt5,"Oh, me too.",neutral,joy,neutral -> joy,0.7572392225265503,neutral,0.0128009710460901,0.005637330468744,0.0040232967585325,0.7572392225265503,0.1324886977672577,0.076201394200325,0.0116091230884194
dia72_utt15,"Andy Cooper, he teaches guitar and look ooh, there's a nice picture of him with a little kid and",neutral,joy,neutral -> joy,0.7542353868484497,neutral,0.0142268296331167,0.0105029456317424,0.002235346706584,0.7542353868484497,0.0569441094994545,0.0190676916390657,0.1427876949310302
dia113_utt0,"Rachel, it’s going to happen. Chandler is gonna move in here.",neutral,joy,neutral -> joy,0.738762617111206,neutral,0.0153497587889432,0.0005380260408855,0.0045474120415747,0.738762617111206,0.2138553112745285,0.0172314457595348,0.0097154956310987
dia16_utt0,"Well, I went over to Kyle’s last night to pick up a few things and we got to reminiscing",neutral,joy,neutral -> joy,0.6962528228759766,neutral,0.0058522769249975,0.0007666439050808,0.0005151924560777,0.6962528228759766,0.2897031307220459,0.0037621017545461,0.0031478099990636
dia53_utt3,"Sure, New Year’s Eve is only two weeks away. Can you wait?",neutral,joy,neutral -> joy,0.6274027228355408,neutral,0.0438606292009353,0.0049773817881941,0.0024552275426685,0.6274027228355408,0.2877331972122192,0.0244822297245264,0.0090885674580931
dia89_utt9,Which we can celebrate later.,neutral,joy,neutral -> joy,0.5342455506324768,neutral,0.015849707648158,0.0018088259967043,0.000505028059706,0.5342455506324768,0.4371145665645599,0.0083223413676023,0.0021540713496506
dia57_utt0,Nooo Way! The most romantic song ever is,neutral,joy,neutral -> joy,0.5255973935127258,neutral,0.2012353837490081,0.0539323054254055,0.0058211232535541,0.5255973935127258,0.0650275498628616,0.0807429924607276,0.0676432996988296
dia56_utt15,"So you tell your great-great-granddaughter to look me up, because Adrienne, baby, I’m gonna want to meet her.",neutral,joy,neutral -> joy,0.5205273628234863,neutral,0.0344006530940532,0.0071296738460659,0.0142563497647643,0.5205273628234863,0.3815767765045166,0.0380061492323875,0.0041030026040971
dia6_utt2,All in good time my love.,neutral,joy,neutral -> joy,0.5151450634002686,neutral,0.0168727189302444,0.0048119481652975,0.0049890065565705,0.5151450634002686,0.4121452271938324,0.0442528165876865,0.0017831797013059
dia56_utt14,But I won’t have aged at all.,neutral,joy,neutral -> joy,0.5102813243865967,neutral,0.0746022388339042,0.0167240500450134,0.0017636935226619,0.5102813243865967,0.1987406313419342,0.178157553076744,0.0197305418550968
dia79_utt8,"Honey, we've been trying to have a baby for over a year.",neutral,sadness,neutral -> sadness,0.9468396306037904,neutral,0.0159180089831352,0.0020093179773539,0.0075440453365445,0.0105257136747241,0.0149541646242141,0.9468396306037904,0.0022091791033744
dia77_utt4,"I’m sorry, for the last time, why aren’t you two together again?",neutral,sadness,neutral -> sadness,0.931397557258606,neutral,0.0268407594412565,0.002759197494015,0.0040542203933,0.0038942659739404,0.0253255870193243,0.931397557258606,0.0057282610796391
dia69_utt5,"Uh we didn't, uh we didn't get the chance to talk.",neutral,sadness,neutral -> sadness,0.8842435479164124,neutral,0.0127392038702964,0.0020870086736977,0.0205702260136604,0.0297031234949827,0.0482330508530139,0.8842435479164124,0.0024238394107669
dia96_utt0,"No, I’m sorry. It’s just my foot itches like crazy.",neutral,sadness,neutral -> sadness,0.8542546629905701,neutral,0.0211032815277576,0.0120827509090304,0.0125012341886758,0.0372912362217903,0.057609174400568,0.8542546629905701,0.0051577207632362
dia4_utt14,"Well I uh, I skipped forth grade.",neutral,sadness,neutral -> sadness,0.8199145197868347,neutral,0.0529041737318038,0.0176760107278823,0.0087256683036684,0.0249426793307065,0.0549204163253307,0.8199145197868347,0.0209165327250957
dia51_utt4,"Yeah, he’s the reason I didn’t get that big",neutral,sadness,neutral -> sadness,0.776494562625885,neutral,0.0682896301150322,0.0563697442412376,0.003582636360079,0.0179585702717304,0.0745628476142883,0.776494562625885,0.0027420683763921
dia62_utt4,"Oh, I know.  Y’know, just-just talking about it is getting me kinda",neutral,sadness,neutral -> sadness,0.7461326718330383,neutral,0.0157258082181215,0.0127922007814049,0.1181677728891372,0.0193720255047082,0.0867476314306259,0.7461326718330383,0.0010618785163387
dia47_utt2,"Ah yeah, but now it’s Susan and me in Mexico and the hostages coming home.",neutral,sadness,neutral -> sadness,0.6585126519203186,neutral,0.1088717430830001,0.0092618046328425,0.0093635749071836,0.0322168134152889,0.1775735467672348,0.6585126519203186,0.0041998554952442
dia57_utt9,"Yeah, she finally stopped crying yesterday, but then she found one of Richard's cigar butts out on the terrace, so.",neutral,sadness,neutral -> sadness,0.6070247292518616,neutral,0.0385417789220809,0.0462643392384052,0.0049928817898035,0.0316220223903656,0.266738086938858,0.6070247292518616,0.0048161502927541
dia57_utt8,"No, it's been three nights in a row.",neutral,sadness,neutral -> sadness,0.5997399091720581,neutral,0.1466733664274215,0.0506335794925689,0.0069832880981266,0.0312166586518287,0.1572425365447998,0.5997399091720581,0.0075105531141161
dia37_utt10,"Of your last two boyfriends, Richard didn’t want to have kids, and from the looks of it, now Pete can’t.",neutral,sadness,neutral -> sadness,0.5967512726783752,neutral,0.0559035688638687,0.0268212147057056,0.0070860828272998,0.0091877114027738,0.2884269058704376,0.5967512726783752,0.0158232264220714
dia66_utt2,"Or maybe he-he was writing to tell her that-that he’s changed his name, y’know? Tell Monica I’m sorry.",neutral,sadness,neutral -> sadness,0.5953986644744873,neutral,0.0191868841648101,0.0036079895216971,0.1414865106344223,0.0274050720036029,0.1901551485061645,0.5953986644744873,0.0227597448974847
dia106_utt5,"Oh, I don’t know man. I haven’t talked to her in like ten years.",neutral,sadness,neutral -> sadness,0.580334484577179,neutral,0.0345926880836486,0.103793203830719,0.0371842049062252,0.0302817858755588,0.1375859081745147,0.580334484577179,0.0762276574969291
dia26_utt4,"Look, when it started I was just trying to be nice to her because she was my brother's girlfriend.",neutral,sadness,neutral -> sadness,0.5521464347839355,neutral,0.1019712164998054,0.0589079447090625,0.0146451126784086,0.0174000952392816,0.2521659731864929,0.5521464347839355,0.0027632489800453
